CO2 concentration: 200.0ppm
PPFD (micro mol.m-2.s-1), A (micro mol.m-2.s-1), Quantum yield (mol CO2.mol-1 photon)
1450.0,60.0,0.06749465761990357,
1475.0,60.0,0.06749465761990357,
1500.0,60.0,0.06749465761990357,
1525.0,60.0,0.06749465761990357,
1550.0,60.0,0.06749465761990357,
1575.0,60.0,0.06749465761990357,
1600.0,60.0,0.06749465761990357,
1625.0,60.0,0.06749465761990357,
1650.0,60.0,0.06749465761990357,
1675.0,60.0,0.06749465761990357,
1700.0,60.0,0.06749465761990357,
1725.0,60.0,0.06749465761990357,
1750.0,60.0,0.06749465761990357,
1775.0,60.0,0.06749465761990357,
1800.0,60.0,0.06749465761990357,
1825.0,60.0,0.06749465761990357,
1850.0,60.0,0.06749465761990357,
1875.0,60.0,0.06749465761990357,
1900.0,60.0,0.06749465761990357,
1925.0,60.0,0.06749465761990357,
1950.0,60.0,0.06749465761990357,
1975.0,60.0,0.06749465761990357,
2000.0,60.0,0.06749465761990357,
CO2 concentration: 380.0ppm
PPFD (micro mol.m-2.s-1), A (micro mol.m-2.s-1), Quantum yield (mol CO2.mol-1 photon)
0.0,0.0,0.06749465761990357,
25.0,1.6937718019736066,0.06749465761990357,
50.0,3.374732880995179,0.06749465761990357,
75.0,5.042337079628889,0.06749465761990357,
100.0,6.696018831830269,0.06749465761990357,
125.0,8.33519349084463,0.06749465761990357,
150.0,9.959257849673033,0.06749465761990357,
175.0,11.567590878688533,0.06749465761990357,
200.0,13.159554705559222,0.06749465761990357,
225.0,14.734495862655768,0.06749465761990357,
250.0,16.291746826446847,0.06749465761990357,
275.0,17.83062787186522,0.06749465761990357,
300.0,19.35044926210876,0.06749465761990357,
325.0,20.850513790678537,0.06749465761990357,
350.0,22.33011968752551,0.06749465761990357,
375.0,23.78856389488324,0.06749465761990357,
400.0,25.225145710662932,0.06749465761990357,
425.0,26.639170788197166,0.06749465761990357,
450.0,28.029955470743744,0.06749465761990357,
475.0,29.39683142769742,0.06749465761990357,
500.0,30.7391505472134,0.06749465761990357,
525.0,32.056290027337134,0.06749465761990357,
550.0,33.34765759528833,0.06749465761990357,
575.0,34.61269677287678,0.06749465761990357,
600.0,35.850892095817244,0.06749465761990357,
625.0,37.06177418666691,0.06749465761990357,
650.0,38.244924575912044,0.06749465761990357,
675.0,39.39998016398318,0.06749465761990357,
700.0,40.526637219138614,0.06749465761990357,
725.0,41.62465481248949,0.06749465761990357,
750.0,42.69385760196803,0.06749465761990357,
775.0,43.73413789152531,0.06749465761990357,
800.0,44.74545690977169,0.06749465761990357,
825.0,45.72784527288679,0.06749465761990357,
850.0,46.68140261896449,0.06749465761990357,
875.0,47.606296423935454,0.06749465761990357,
900.0,48.502760031681554,0.06749465761990357,
925.0,49.371089951826626,0.06749465761990357,
950.0,50.211642496974285,0.06749465761990357,
975.0,51.02482984608441,0.06749465761990357,
1000.0,51.81111563169278,0.06749465761990357,
1025.0,52.571010155507814,0.06749465761990357,
1050.0,53.305065339561075,0.06749465761990357,
1075.0,54.0138695187795,0.06749465761990357,
1100.0,54.69804217602819,0.06749465761990357,
1125.0,55.35822871292846,0.06749465761990357,
1150.0,55.99509533976431,0.06749465761990357,
1175.0,56.60932415625543,0.06749465761990357,
1200.0,57.201608482585975,0.06749465761990357,
1225.0,57.77264848745914,0.06749465761990357,
1250.0,58.32314714763666,0.06749465761990357,
1275.0,58.85380656184886,0.06749465761990357,
1300.0,59.365324631445674,0.06749465761990357,
1325.0,59.85839211091105,0.06749465761990357,
1350.0,60.0,0.06749465761990357,
1375.0,60.0,0.06749465761990357,
1400.0,60.0,0.06749465761990357,
1425.0,60.0,0.06749465761990357,
1450.0,60.0,0.06749465761990357,
1475.0,60.0,0.06749465761990357,
1500.0,60.0,0.06749465761990357,
1525.0,60.0,0.06749465761990357,
1550.0,60.0,0.06749465761990357,
1575.0,60.0,0.06749465761990357,
1600.0,60.0,0.06749465761990357,
1625.0,60.0,0.06749465761990357,
1650.0,60.0,0.06749465761990357,
1675.0,60.0,0.06749465761990357,
1700.0,60.0,0.06749465761990357,
1725.0,60.0,0.06749465761990357,
1750.0,60.0,0.06749465761990357,
1775.0,60.0,0.06749465761990357,
1800.0,60.0,0.06749465761990357,
1825.0,60.0,0.06749465761990357,
1850.0,60.0,0.06749465761990357,
1875.0,60.0,0.06749465761990357,
1900.0,60.0,0.06749465761990357,
1925.0,60.0,0.06749465761990357,
1950.0,60.0,0.06749465761990357,
1975.0,60.0,0.06749465761990357,
2000.0,60.0,0.06749465761990357,
CO2 concentration: 700.0ppm
PPFD (micro mol.m-2.s-1), A (micro mol.m-2.s-1), Quantum yield (mol CO2.mol-1 photon)
0.0,0.0,0.06749465761990357,
25.0,1.6937718019736066,0.06749465761990357,
50.0,3.374732880995179,0.06749465761990357,
75.0,5.042337079628889,0.06749465761990357,
100.0,6.696018831830269,0.06749465761990357,
125.0,8.33519349084463,0.06749465761990357,
150.0,9.959257849673033,0.06749465761990357,
175.0,11.567590878688533,0.06749465761990357,
200.0,13.159554705559222,0.06749465761990357,
225.0,14.734495862655768,0.06749465761990357,
250.0,16.291746826446847,0.06749465761990357,
275.0,17.83062787186522,0.06749465761990357,
300.0,19.35044926210876,0.06749465761990357,
325.0,20.850513790678537,0.06749465761990357,
350.0,22.33011968752551,0.06749465761990357,
375.0,23.78856389488324,0.06749465761990357,
400.0,25.225145710662932,0.06749465761990357,
425.0,26.639170788197166,0.06749465761990357,
450.0,28.029955470743744,0.06749465761990357,
475.0,29.39683142769742,0.06749465761990357,
500.0,30.7391505472134,0.06749465761990357,
525.0,32.056290027337134,0.06749465761990357,
550.0,33.34765759528833,0.06749465761990357,
575.0,34.61269677287678,0.06749465761990357,
600.0,35.850892095817244,0.06749465761990357,
625.0,37.06177418666691,0.06749465761990357,
650.0,38.244924575912044,0.06749465761990357,
675.0,39.39998016398318,0.06749465761990357,
700.0,40.526637219138614,0.06749465761990357,
725.0,41.62465481248949,0.06749465761990357,
750.0,42.69385760196803,0.06749465761990357,
775.0,43.73413789152531,0.06749465761990357,
800.0,44.74545690977169,0.06749465761990357,
825.0,45.72784527288679,0.06749465761990357,
850.0,46.68140261896449,0.06749465761990357,
875.0,47.606296423935454,0.06749465761990357,
900.0,48.502760031681554,0.06749465761990357,
925.0,49.371089951826626,0.06749465761990357,
950.0,50.211642496974285,0.06749465761990357,
975.0,51.02482984608441,0.06749465761990357,
1000.0,51.81111563169278,0.06749465761990357,
1025.0,52.571010155507814,0.06749465761990357,
1050.0,53.305065339561075,0.06749465761990357,
1075.0,54.0138695187795,0.06749465761990357,
1100.0,54.69804217602819,0.06749465761990357,
1125.0,55.35822871292846,0.06749465761990357,
1150.0,55.99509533976431,0.06749465761990357,
1175.0,56.60932415625543,0.06749465761990357,
1200.0,57.201608482585975,0.06749465761990357,
1225.0,57.77264848745914,0.06749465761990357,
1250.0,58.32314714763666,0.06749465761990357,
1275.0,58.85380656184886,0.06749465761990357,
1300.0,59.365324631445674,0.06749465761990357,
1325.0,59.85839211091105,0.06749465761990357,
1350.0,60.0,0.06749465761990357,
1375.0,60.0,0.06749465761990357,
1400.0,60.0,0.06749465761990357,
1425.0,60.0,0.06749465761990357,
1450.0,60.0,0.06749465761990357,
1475.0,60.0,0.06749465761990357,
1500.0,60.0,0.06749465761990357,
1525.0,60.0,0.06749465761990357,
1550.0,60.0,0.06749465761990357,
1575.0,60.0,0.06749465761990357,
1600.0,60.0,0.06749465761990357,
1625.0,60.0,0.06749465761990357,
1650.0,60.0,0.06749465761990357,
1675.0,60.0,0.06749465761990357,
1700.0,60.0,0.06749465761990357,
1725.0,60.0,0.06749465761990357,
1750.0,60.0,0.06749465761990357,
1775.0,60.0,0.06749465761990357,
1800.0,60.0,0.06749465761990357,
1825.0,60.0,0.06749465761990357,
1850.0,60.0,0.06749465761990357,
1875.0,60.0,0.06749465761990357,
1900.0,60.0,0.06749465761990357,
1925.0,60.0,0.06749465761990357,
1950.0,60.0,0.06749465761990357,
1975.0,60.0,0.06749465761990357,
2000.0,60.0,0.06749465761990357,
